Data,IDENT,SLAT,SLONG,AGE,IntM,Nint,F,DF,VDM,P,Ndir,INC,DEC,k,a95,AUTHORS,YEAR,JOURNAL,VOL,PAGES,NOTE,MagIC,Ref
237,BKB,-17.7,-149.7,1.1,T+,2,27.9,0.8,7.1,T,&nbsp;,10.6,181.7,&nbsp;,&nbsp;,"Chauvin,A.,Roperch,P.,Duncan,R.A.",1990,J.Geophys.Res.,95,2727-2752,&nbsp;,,25
238,BKI,-17.7,-149.7,1.1,T+,4,7.9,0.9,1.7,T,&nbsp;,-40.3,160,&nbsp;,&nbsp;,"Chauvin,A.,Roperch,P.,Duncan,R.A.",1990,J.Geophys.Res.,95,2727-2752,&nbsp;,,25
239,BKK,-17.7,-149.7,1.1,T+,2,6.5,3.7,1.7,T,&nbsp;,-5.7,221.3,&nbsp;,&nbsp;,"Chauvin,A.,Roperch,P.,Duncan,R.A.",1990,J.Geophys.Res.,95,2727-2752,&nbsp;,,25
240,BKP,-17.7,-149.7,1.1,T+,4,8.1,1,1.9,T,&nbsp;,28.7,348.1,&nbsp;,&nbsp;,"Chauvin,A.,Roperch,P.,Duncan,R.A.",1990,J.Geophys.Res.,95,2727-2752,&nbsp;,,25
241,BKT1,-17.7,-149.7,1.1,T+,1,4,&nbsp;,0.8,T,&nbsp;,45.8,358.7,&nbsp;,&nbsp;,"Chauvin,A.,Roperch,P.,Duncan,R.A.",1990,J.Geophys.Res.,95,2727-2752,&nbsp;,,25
244,PKC,-17.7,-149.7,1.1,T+,3,6.3,0.2,1.6,T,&nbsp;,6.4,220.8,&nbsp;,&nbsp;,"Chauvin,A.,Roperch,P.,Duncan,R.A.",1990,J.Geophys.Res.,95,2727-2752,&nbsp;,,25
2535,8,41,44.5,1.1,T-,12,47,6.9,8.1,R,16,-59,170,21,8,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
2783,Kumurdo,41.4,43.35,1.12,T-,1,39.1,&nbsp;,7.8,N,12,47,28,82,7.2,"Goguitchaichvili,A.,Calvo,M.,Sologashvili,D.,Alva,L.,Urrutia,J.",2000,C.R.Acad.Sci.Paris,331,683-690,&nbsp;,,187
6671,PU01,-17.63,-149.57,1.12,LTD-DHT-S,4,9.5,0.9,2.2,R,7,33.1,160.8,&nbsp;,4.6,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
8940,mc116,-78.222,162.744,1.14,T+,2,39.8,1.8,5.3,N,&nbsp;,-81.2,274.6,139.7,6.5,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
2534,7,40.3,44.2,1.15,T-,12,51,6.9,7.9,R,12,-68,192,25,9,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
8523,mc01,-77.85,166.64,1.18,T+,2,18.4,2.1,2.5,R,7,77.7,250.4,199,4.3,"TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
8542,mc32,-78.36,164.3,1.18,T+,3,29.8,2.1,4.2,N,7,-74.6,265.1,344,3.3,"TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
8543,mc33,-78.38,164.34,1.18,T+,1,33,&nbsp;,4.6,N,8,-75.5,9.7,343,3,"TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
8544,mc34,-78.39,164.27,1.18,T+,1,26.5,&nbsp;,3.5,N,8,-82,280.1,319,3.4,"TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
8545,mc38,-78.4,164.21,1.18,T+,1,46.3,&nbsp;,6.4,N,7,-78,296.6,224,4,"TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
8546,mc40,-78.39,164.2,1.18,T+,1,39.4,&nbsp;,5.2,N,7,-83.2,192.8,139,5.1,"TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
8951,mc142,-77.851,166.68,1.23,T+,3,15.6,2.7,2,R,&nbsp;,84.7,311.9,585,2,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
2533,6,40.3,44.4,1.25,T-,29,47,5.4,9,R,25,-51,185,71,3,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
8936,mc109,-78.282,163.544,1.26,T+,3,34.8,1.2,4.9,R,&nbsp;,75.4,174.6,477.4,3.1,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
889,Reunion01,-21,55.5,1.3,ST,1,36.3,&nbsp;,8.9,N,&nbsp;,-21.3,11,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
890,Reunion02,-21,55.5,1.3,ST,3,40.2,2.6,10,N,&nbsp;,-18.8,1.3,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
891,Reunion03,-21,55.5,1.3,ST,2,23.7,0.6,6,N,&nbsp;,-13.9,0,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
892,Reunion04,-21,55.5,1.3,ST,1,29.6,&nbsp;,6,R,&nbsp;,46.3,181.8,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
893,Reunion05,-21,55.5,1.3,ST,2,19.4,1.5,4.6,R,&nbsp;,27,186.8,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
894,Reunion06,-21,55.5,1.3,ST,2,20.2,1.3,5.1,N,&nbsp;,-15.5,355.6,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
895,Reunion07,-21,55.5,1.3,ST,2,21.2,1.9,5.2,N,&nbsp;,-22.6,7.6,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
896,Reunion08,-21,55.5,1.3,ST,3,20.4,1.3,3.8,R,&nbsp;,52.5,189.3,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
8527,mc15,-77.48,169.23,1.33,T+,3,29.7,2.3,3.9,R,8,83.9,173.4,570,2.3,"TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
2835,Tammar703,21.6473,-45.0967,1.34,T+,1,15.5,&nbsp;,3.4,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ravilly,M.,Horen,H.,Perrin,M.,Dyment,J.,Gente,P.,Guillou,H.",2001,Geophys.J.Int.,145,401-422,&nbsp;,,191
1053,359,48,19,1.35,T-,2,37.6,10.3,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tunyi,I.",1986,J.Geomag.Geoelect.,38,1279-1295,&nbsp;,,77
2532,5,39.8,45.4,1.35,T-,13,49,7.2,8.9,R,13,-55,177,32,8,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
8960,mc164,-77.514,169.33,1.36,T+,3,81.3,0.1,10.6,R,&nbsp;,86.1,199.9,1912.3,1.1,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
8953,mc146,-78.22,162.963,1.37,T+,2,17.2,0.7,2.9,R,&nbsp;,62,236.3,117.8,5.6,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
150,Tsovak,40.7,45.2,1.4,T-,30,45,5.5,7.4,R,&nbsp;,-62,174.5,&nbsp;,&nbsp;,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1969,"Izv.,EarthPhys.(Eng.Trans.)",5,325-328,&nbsp;,,11
2531,4,40.3,44.2,1.4,T-,32,50,5.7,9.5,R,37,-52,189,42,4,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
2834,Tammar702,21.6414,-45.0891,1.41,T+,1,18.8,&nbsp;,4.1,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ravilly,M.,Horen,H.,Perrin,M.,Dyment,J.,Gente,P.,Guillou,H.",2001,Geophys.J.Int.,145,401-422,&nbsp;,,191
8961,mc165,-77.513,169.332,1.45,T+,4,26.3,1.7,3.5,R,&nbsp;,81.8,141.9,174.1,4.2,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
1048,352,48,19,1.47,T-,2,16.4,6.1,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tunyi,I.",1986,J.Geomag.Geoelect.,38,1279-1295,&nbsp;,,77
2530,3,40.8,44.2,1.5,T-,10,49,3.2,9.4,R,9,-51,204,190,4,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
6672,MR32,-17.5,-149.77,1.5,LTD-DHT-S,7,13.3,2.4,2.1,R,7,68,185.7,&nbsp;,3.6,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
8957,mc155,-77.699,162.253,1.5,T+,3,28.9,4.6,4,R,&nbsp;,77.7,226.2,221.3,3.7,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
6673,MR16,-17.59,-149.84,1.51,LTD-DHT-S,3,9.5,1,2.2,R,7,32.8,174.1,&nbsp;,3,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
6674,MR23,-17.5,-149.77,1.55,LTD-DHT-S,6,13,2.1,2.2,R,7,61.4,181.8,&nbsp;,6,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
9010,L-K11,20.79,-155.98,1.55,T+,3,13.7,1.2,3.6,R,7,-5.2,166.2,69,7.3,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
6709,MR02,-17.59,-149.84,1.56,LTD-DHT-S,1,7.6,&nbsp;,1.8,R,5,29.5,172.6,&nbsp;,3.9,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
6710,MR04,-17.59,-149.84,1.56,LTD-DHT-S,1,11.4,&nbsp;,2.5,R,5,37.9,172.3,&nbsp;,0.9,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
6711,MR09,-17.59,-149.84,1.56,LTD-DHT-S,1,26.6,&nbsp;,6,R,5,34.1,163.6,&nbsp;,4.6,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
6712,MR12,-17.59,-149.84,1.56,LTD-DHT-S,1,20.6,&nbsp;,4.8,R,5,29.3,174.9,&nbsp;,3.3,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
6713,MR14,-17.59,-149.84,1.56,LTD-DHT-S,1,27.6,&nbsp;,6.7,R,5,25.4,174.1,&nbsp;,4.8,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
6714,MR22,-17.5,-149.77,1.56,LTD-DHT-S,1,13.1,&nbsp;,2.4,R,5,56.4,168,&nbsp;,4.4,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
6724,MR14,-17.59,-149.84,1.56,T+,1,23.7,&nbsp;,5.7,R,5,25.4,174.1,177.5,4.7,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
6675,MR01,-17.59,-149.84,1.58,LTD-DHT-S,5,15,1,3.5,R,7,31,170.4,&nbsp;,2.4,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
2529,2,40.3,44.2,1.6,T-,9,52,3,10.1,R,10,-50,213,120,4,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
2777,Bertakana3,41.4,43.35,1.6,T-,1,18.5,&nbsp;,4.7,T,2,-13,137,&nbsp;,&nbsp;,"Goguitchaichvili,A.,Calvo,M.,Sologashvili,D.,Alva,L.,Urrutia,J.",2000,C.R.Acad.Sci.Paris,331,683-690,&nbsp;,,187
9009,L-K3,20.79,-155.98,1.6,T+,4,19.2,1.4,3.3,R,6,-60.6,174.6,162,5.3,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9011,L-K12,20.79,-155.98,1.6,T+,1,6.9,&nbsp;,1.7,T,6,13.9,122.3,1314,1.8,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9012,L-K16,20.79,-155.98,1.6,T+,3,13.9,1.1,3.4,T,6,17.9,122.3,146,5.6,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9013,L-K17,20.79,-155.98,1.6,T+,1,6.4,&nbsp;,1.5,T,6,-24.8,246.3,500,3,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9014,L-K24,20.79,-155.98,1.6,T+,4,4.6,1.8,0.9,R,6,-52.2,214.4,869,2.3,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9015,M-LP1,20.791,-156.563,1.6,T+,5,18.2,0.6,4.1,R,3,-33.7,165,594,5.1,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9016,M-PGA1,20.639,-156.199,1.6,T+,5,30,2.8,7,N,8,30,346.8,79,6.3,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9017,M-PGA5,20.639,-156.199,1.6,T+,6,27.5,2.6,6.3,N,8,27.5,350.8,75,6.4,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9018,M-PGB2,20.64,-156.201,1.6,T+,2,8,1.7,1.7,R,11,-44.6,199.8,165,3.6,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9019,M-PGB3,20.64,-156.201,1.6,T+,2,7.3,0.2,1.5,R,19,-44.7,190,129,3,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9020,M-PGB5,20.64,-156.201,1.6,T+,5,42.1,5.9,9.7,N,6,25,356.6,92,7,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
9021,M-PGB7,20.64,-156.201,1.6,T+,2,63.4,1,14.3,N,5,33.5,343,132,6.7,"Leonhardt,R.,McWilliams,M.,Heider,F.,Soffel,H.C.",2009,Geophys.J.Int.,179,43-58,&nbsp;,,665
6676,MR06,-17.59,-149.84,1.62,LTD-DHT-S,5,8.7,0.6,2,R,7,30.5,173.5,&nbsp;,4.8,"Yamamoto,Y.,Tsunakawa,H.",2005,Geophys.J.Int.,162,79-114,&nbsp;,,513
8954,mc147,-78.196,162.962,1.63,T+,4,22.8,2.5,3.5,R,&nbsp;,67.4,220.2,830.9,2.7,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
2775,Apnia1,41.36,43.273,1.69,T-,1,33.4,&nbsp;,6.2,N,7,53,335,45,16.8,"Goguitchaichvili,A.,Calvo,M.,Sologashvili,D.,Alva,L.,Urrutia,J.",2000,C.R.Acad.Sci.Paris,331,683-690,&nbsp;,,187
867,IcelandGH14,65.2,-15.2,1.7,ST,2,100.9,2.1,14,R,&nbsp;,-76.9,155.8,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
868,IcelandGH15,65.2,-15.2,1.7,ST,2,47.4,0.8,6.3,N,&nbsp;,83.1,343.7,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
2528,1,40.3,44.2,1.7,T-,21,51,4.6,9.8,R,27,-51,186,33,5,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
6454,0423x05cp02,9,-105,1.7,T+,1,7.5,&nbsp;,1.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6455,0423x061p03,9,-105,1.7,T+,1,7.7,&nbsp;,1.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6456,0423x081p01,9,-105,1.7,T+,1,22,&nbsp;,5.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
1049,355,48,19,1.74,T-,2,99.2,10.3,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tunyi,I.",1986,J.Geomag.Geoelect.,38,1279-1295,&nbsp;,,77
8943,mc120,-78.241,163.092,1.76,T+,5,24.3,0.7,3.6,N,&nbsp;,-70.6,73.6,509.6,2.3,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
1,JoshuaHotakaYama,36.8,139.2,1.8,T-,9,10.5,0.5,2.3,R,9,-38.8,184.4,&nbsp;,7.2,"Rolph,T.C.,Shaw,J.",1971,J.Geomag.Geoelect.,23,129-132,&nbsp;,,1
8344,JoshuaHotakaYama,36.8,139.2,1.8,T-,9,10.5,0.5,2.3,R,9,-38.8,184.4,42,7.2,"Aoki,Y.,Kase,H.,Ishibashi,K.,Kinoshita,H.",1971,J.Geomag.Geoelect.,23,129-132,&nbsp;,,629
874,Mauritius01,-20.2,57.3,1.85,ST,4,28.3,1.3,6.1,N,&nbsp;,-40,14.1,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
875,Mauritius02,-20.2,57.3,1.85,ST,2,16.4,0.9,2.6,T,&nbsp;,-65.1,277.1,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
876,Mauritius03,-20.2,57.3,1.85,ST,2,34.2,1.7,6.9,N,&nbsp;,-46.2,354.3,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
877,Mauritius04,-20.2,57.3,1.85,ST,3,19.7,0.9,4.1,N,&nbsp;,-44.1,350.3,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
878,Mauritius05,-20.2,57.3,1.85,ST,2,23.6,1.3,5.3,R,&nbsp;,36,169.1,&nbsp;,&nbsp;,"Senanayake,W.E.,McElhinny,M.W.,McFadden,P.L.",1982,J.Geomag.Geoelect.,34,141-161,&nbsp;,,67
6360,ASH-10,53.53,168.1,1.89,T+,7,21.6,&nbsp;,2.9,R,6,-81.3,196.3,14.5,18.2,"Stone,D.B.,LayerP.",2006,"Geochem.,Geophys.,Geosyst,",7,doi:10.1029/2005GC001007,&nbsp;,,508
6361,ASH-9,53.53,168.1,1.89,T+,8,27,&nbsp;,3.6,R,6,-81.3,196.3,14.5,18.2,"Stone,D.B.,LayerP.",2006,"Geochem.,Geophys.,Geosyst,",7,doi:10.1029/2005GC001007,&nbsp;,,508
289,F69,21.4,-158.1,1.9,T+,2,21,8,5.1,T,&nbsp;,-23.5,170.5,&nbsp;,&nbsp;,"Coe,R.S.,Gromme,S.,Mankinen,E.A.",1984,J.Geophys.Res.,89,1059-1069,&nbsp;,,28
290,F71,21.4,-158.1,1.9,T+,2,50,3,9.8,T,&nbsp;,-48.6,173.5,&nbsp;,&nbsp;,"Coe,R.S.,Gromme,S.,Mankinen,E.A.",1984,J.Geophys.Res.,89,1059-1069,&nbsp;,,28
291,F72,21.4,-158.1,1.9,T+,3,41,3,5.6,T,&nbsp;,-79.4,189.3,&nbsp;,&nbsp;,"Coe,R.S.,Gromme,S.,Mankinen,E.A.",1984,J.Geophys.Res.,89,1059-1069,&nbsp;,,28
8533,mc50,-78.25,163.22,1.9,T+,3,37.2,4.7,5.5,R,8,71.4,191.4,469,2.6,"TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
8952,mc145,-78.24,162.893,1.9,T+,4,6.9,0.2,1.8,N,&nbsp;,2.7,28.6,378,3.5,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
8944,mc123,-78.254,163.729,1.93,T+,4,30,2.3,4,N,&nbsp;,-82.1,76.1,317.2,3.1,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
8945,mc127,-78.254,163.733,1.94,T+,2,38.5,1.5,6,N,&nbsp;,-67.2,326.2,666.9,2.1,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
8937,mc111,-78.224,162.787,1.99,T+,2,27.9,0.4,4.3,N,&nbsp;,-67.6,47.9,1243.3,1.7,"Lawrence,KP.,Tauxe,L.,Staudigel,H.,Constable,CG.,Koppers,A.,McIntosh,W.,Johnson,CL.",2009,"Geochem,Geophys,Geosystems",10,27-Jan,&nbsp;,,663
9128,DM8,41.34,44.34,1.99,T+,6,41.2,9.3,5.6,N,8,79.8,3.3,62.8,7,"Calvo-Rathert,M.,Goguitchaichvili,A.,Bogalo,M-F.,Vegas-Tubia,N.,Carrancho,A.,Sologashvili,J.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,212-224,&nbsp;,,676
9129,DM9,41.34,44.34,1.99,T+,5,33.3,8,4.9,N,8,71.9,14.5,122.9,5,"Calvo-Rathert,M.,Goguitchaichvili,A.,Bogalo,M-F.,Vegas-Tubia,N.,Carrancho,A.,Sologashvili,J.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,212-224,&nbsp;,,676
9130,DM11,41.34,44.34,1.99,T+,2,27.5,13.4,3.9,N,8,75,14.9,135.9,4.8,"Calvo-Rathert,M.,Goguitchaichvili,A.,Bogalo,M-F.,Vegas-Tubia,N.,Carrancho,A.,Sologashvili,J.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,212-224,&nbsp;,,676
9131,DM13,41.34,44.34,1.99,T+,5,61.8,4.2,8.7,N,7,75.5,19.4,282.7,3.6,"Calvo-Rathert,M.,Goguitchaichvili,A.,Bogalo,M-F.,Vegas-Tubia,N.,Carrancho,A.,Sologashvili,J.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,212-224,&nbsp;,,676
9132,DM14,41.34,44.34,1.99,T+,2,57.9,5.7,8.9,N,8,67.8,358.4,89.3,5.9,"Calvo-Rathert,M.,Goguitchaichvili,A.,Bogalo,M-F.,Vegas-Tubia,N.,Carrancho,A.,Sologashvili,J.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,212-224,&nbsp;,,676
9133,DM15,41.34,44.34,1.99,T+,1,43.5,&nbsp;,6.3,N,7,72.7,10.2,101.7,6,"Calvo-Rathert,M.,Goguitchaichvili,A.,Bogalo,M-F.,Vegas-Tubia,N.,Carrancho,A.,Sologashvili,J.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,212-224,&nbsp;,,676
284,Warner,41.9,-121.6,2,T-,3,36,5,5.8,N,&nbsp;,65,325,&nbsp;,&nbsp;,"Coe,R.S.",1967,J.Geophys.Res.,72,3247-3262,NewmethodologyforThelliertechnique,,27
334,12.WestElkMtn,20,-100,2,ONR,1,42.1,&nbsp;,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Koenigsberger,J.G.",1938,Terr.Magn.Atmos.Elect.,43,299-320,&nbsp;,,36
2181,483-21-1p6a,22.9,-108.7,2,T+,1,35,&nbsp;,7.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Juarez,M.T.,Tauxe,L.",2000,EarthPlanet.Sci.Letters,175,169-180,&nbsp;,,146
2182,483-21-1p6b,22.9,-108.7,2,T+,1,38,&nbsp;,8.1,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Juarez,M.T.,Tauxe,L.",2000,EarthPlanet.Sci.Letters,175,169-180,&nbsp;,,146
