 Data , IDENT, SLAT, SLONG, AGE , DAGE, AgeMtd  , P, Country , Continent , IntM, Ndir, INC , DEC , k, a95 , Nint, F, DF  , DFPc, VDM , GROUP, TYPE, FORM, ROCKMAG , COMMENTS  , LOCATION NAME , Ref 
404,SC12  ,56.5,-3.2,384,24,Stratigraphy,N ,United Kingdom  ,Europe,T-,6,-18,46.5,260,3.5,3,10.9,1.9,17,2.7,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,41
1019,Ochil Hills CA3-1,56.2,-3.6,397.5,10.5,Stratigraphy,O ,United Kingdom  ,Europe,Z ,&nbsp;,-6,201,&nbsp;,&nbsp;,1,1.4,&nbsp;,&nbsp;,0.3,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,73
1020,Ochil Hills CA3-3,56.2,-3.6,397.5,10.5,Stratigraphy,O ,United Kingdom  ,Europe,Z ,&nbsp;,3,201.5,&nbsp;,&nbsp;,1,1.2,&nbsp;,&nbsp;,0.3,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,73
1643,Sukoksai-Tashkent 01,41,70,397.5,12.5,Stratigraphy,R ,Uzbekistan  ,Asia  ,T-,4,-36,134,105,9,4,22,2,9,4.9,Volcanic  ,Mixed ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1644,Sukoksai-Tashkent 02,41,70,397.5,12.5,Stratigraphy,R ,Uzbekistan  ,Asia  ,T-,8,-36,144,49,8,7,23,5.3,23,5.1,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1645,Sukoksai-Tashkent 03,41,70,397.5,12.5,Stratigraphy,R ,Uzbekistan  ,Asia  ,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,10,21,3.2,15,3.8,Sedimentary ,Argillite ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1646,Sukoksai-Tashkent 04,41,70,397.5,12.5,Stratigraphy,R ,Uzbekistan  ,Asia  ,WB,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,15,24,3.9,16,4.2,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1647,Sukoksai-Tashkent 05,41,70,397.5,12.5,Stratigraphy,R ,Uzbekistan  ,Asia  ,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,11,21,3.3,15,3.8,Volcanic  ,Tuff  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1648,Sukoksai-Tashkent 06,41,70,397.5,12.5,Stratigraphy,R ,Uzbekistan  ,Asia  ,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,19,4,21,3.4,Volcanic  ,Tuff  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1649,Sukoksai-Tashkent 07,41,70,397.5,12.5,Stratigraphy,R ,Uzbekistan  ,Asia  ,WB,9,-58,102,55,7,8,25,2.8,11,4.4,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1650,Sukoksai-Tashkent 08,41,70,397.5,12.5,Stratigraphy,R ,Uzbekistan  ,Asia  ,T-,7,-58,105,75,7,4,33,4,12,5.8,Sedimentary ,Argillite ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1651,Sukoksai-Tashkent 09,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,9,66,273,55,7,11,17,3.3,19,2.7,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1652,Sukoksai-Tashkent 10,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,WB,11,64,260,60,6,12,17,3.5,20,2.8,Volcanic  ,Tuff  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1653,Sukoksai-Tashkent 11,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,WB,11,56,274,44,7,14,17,3.7,22,3.1,Volcanic  ,Tuff  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1654,Sukoksai-Tashkent 12,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,19,5.2,27,3.1,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1655,Sukoksai-Tashkent 13,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,10,65,255,37,8,10,21,3.2,15,3.4,Volcanic  ,Tuff  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1656,Sukoksai-Tashkent 14,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,13,57,270,45,6,14,26,3.7,14,4.6,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1657,Sukoksai-Tashkent 15,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,WB,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,22,3.5,15,3.7,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1658,Sukoksai-Tashkent 16,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,WB,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,9,22,3,13,3.7,Volcanic  ,Tuff  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1659,Sukoksai-Tashkent 17,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,WB,12,40,276,39,7,15,26,3.9,14,5.6,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1660,Sukoksai-Tashkent 18,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,5,50,278,93,8,5,26,4.5,17,5,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1661,Sukoksai-Tashkent 19,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,WB,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,15,22,3.9,17,3.7,Volcanic  ,Tuff  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1662,Sukoksai-Tashkent 20,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,12,19,3.5,18,3.7,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1663,Sukoksai-Tashkent 21,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,12,45,276,53,6,14,21,7.5,35,4.3,Sedimentary ,Argillite ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1664,Sukoksai-Tashkent 22,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,12,45,283,53,6,12,23,3.5,15,4.7,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1665,Sukoksai-Tashkent 23,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,9,42,276,56,7,3,21,3.5,16,4.4,Volcanic  ,Tuff  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1666,Sukoksai-Tashkent 24,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,15,6.7,44,2.5,Volcanic  ,Tuff  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1667,Sukoksai-Tashkent 25,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,11,46,274,60,6,14,22,3.7,17,4.4,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1668,Sukoksai-Tashkent 26,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,WB,21,64,278,41,5,19,23,4.4,18,3.7,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1669,Sukoksai-Tashkent 27,41,70,397.5,12.5,Stratigraphy,N ,Uzbekistan  ,Asia  ,T-,5,53,296,93,8,9,20,6,30,3.7,Sedimentary ,Sandstone ,Baked contact,&nbsp;,&nbsp;,&nbsp;,114
1018,Ochil Hills CA2-1,56.2,-3.6,398,13,Stratigraphy,O ,United Kingdom  ,Europe,Z ,&nbsp;,-2,207,&nbsp;,&nbsp;,1,2.9,&nbsp;,&nbsp;,0.8,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,73
221,Mugga Mugga porphyry,-35.1,149.4,407.5,20.5,Stratigraphy,O ,Australia ,Australia ,T-,17,-40,16,43,5.5,26,9.6,0.7,7,2.3,Plutonic  ,&nbsp;,Intrusion ,&nbsp;,&nbsp;,&nbsp;,19
1041,252-260,49,20,427.5,2.5,Stratigraphy,O ,Slovakia  ,Europe,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,6,23.5,4.7,20,&nbsp;,Volcanic  ,Rhyolite  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,77
830,125,44,-76,434,75,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,5.2,&nbsp;,&nbsp;,1.1,Igneous,Diabase,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
303,Medes ,48.5,58.5,497,9,Stratigraphy,O ,Russia,Asia  ,SW,&nbsp;,48,155,29,16.1,&nbsp;,16.7,1.2,7,3.3,&nbsp;,&nbsp;,Baked contact,&nbsp;,&nbsp;,&nbsp;,30
1802,Ntonya Ring Complex ,-15.5,35.3,522,13,Ar-Ar ,O ,Malawi,Africa,T+,7,43,311,1054,1.9,14,14.3,1.3,9,3,Plutonic  ,&nbsp;,Intrusion ,"Ma, PSD",Improved methodology for Thellier-type paleointensity ,&nbsp;,129
805,11,55,-59,570,35,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,21,&nbsp;,&nbsp;,4,Igneous,Lamprophyre ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
8289,All Samples ,62,31,682,4,Ar-Ar ,N ,Russia,Europe,T+,5,73.1,101.5,26.2,6.2,9,68.7,7.6,11,9.9,Impact Melt ,Tagamite  ,&nbsp;,titanomagnetite ,May be biased high  ,"Janisjarvi impact structure, Russia",627
832,138,44,-76,751,75,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,17.5,&nbsp;,&nbsp;,4.5,Igneous,Diabase,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
819,74,46,-74,805,80,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,28,&nbsp;,&nbsp;,7.1,Igneous,Anorthosite ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
831,129,44,-76,817,70,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,22.6,5.4,24,5.8,Igneous,Diabase,&nbsp;,&nbsp;,Mean F calculated based on similar rocktype and age ,&nbsp;,65
2994,Cordova B ,44.5,-77.6,850,&nbsp;,Estimated ,O ,Canada,North America,T+,&nbsp;,-4.6,&nbsp;,&nbsp;,8.8,15,7.1,1.5,21,1.8,Plutonic  ,Gabbro,Intrusion ,&nbsp;,Multi-vectoral variant of T+  ,&nbsp;,200
806,13,68,-118,863,115,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,42,&nbsp;,&nbsp;,11.6,Igneous,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
818,64,64,-97,899,90,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,21,&nbsp;,&nbsp;,5.3,Igneous,Diabase,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
821,88,73,-85,903,140,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,23.8,&nbsp;,&nbsp;,6,Igneous,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
2993,Cordova A ,44.5,-77.6,1000,&nbsp;,Estimated ,O ,Canada,North America,T+,&nbsp;,-59.5,&nbsp;,&nbsp;,4.8,18,18.1,2.1,11,3.1,Plutonic  ,Gabbro,Intrusion ,&nbsp;,Multi-vectoral variant of T+  ,&nbsp;,200
807,16,48,-71,1015,60,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,35,&nbsp;,&nbsp;,8.9,Igneous,Diorite,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
9339,LST1  ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,8,38.7,301.3,185,3.8,3,24.8,1.3,5,5.4,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9340,LST2  ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,7,37.6,302.5,163,4.8,2,21.4,10.4,49,4.7,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9341,LST3  ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,7,36.7,302.5,620,2.4,5,25.3,3.6,14,5.6,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9342,LST4  ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,8,36.8,300.1,681,2.1,6,22.6,3.1,14,5,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9343,LST5  ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,7,34.8,302,630,2.4,5,17.2,1.5,9,3.9,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9344,LST6  ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,7,35.1,300.4,228,3.4,4,23.9,1.1,5,5.4,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9345,LST8  ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,8,35.2,299.7,207,3.9,3,29.3,9.3,32,6.6,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9346,CS1,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,9,34.1,300.3,240,3.8,5,25.3,1.9,8,5.7,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9347,CS2,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,6,37.9,297,803,2.7,3,36.8,4.4,12,8.1,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9348,LST12 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,6,38.3,291.2,153,4.3,2,32.7,1.5,5,7.1,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9349,LST13 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,8,42.4,285.3,155,4.5,4,24.2,3.1,13,5.1,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9350,LST14 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,6,45.7,279.7,160,4.1,6,28,2.9,10,5.7,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9351,LST15 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,6,42.6,281.1,142,3.2,3,31.7,5.7,18,6.6,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9352,LST16 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,9,42.6,278.7,359,2.7,3,28.8,3.3,12,6,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9353,LST17 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,8,43.9,278.9,292,3.3,3,27.2,5.2,19,5.6,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9354,LST18 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,7,41.1,280.8,85,6.6,3,26.6,2.4,9,5.7,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9355,LST20 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,25.1,4,16,6.5,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9356,LST22 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,6,42,272.3,133,5.8,5,26.9,6.9,26,5.7,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9357,LST26 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,8,41.9,271.9,104,5.5,3,24.3,2.9,12,5.1,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9358,LST29 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,9,39.5,276.2,593,2.1,2,20.5,3.7,18,4.4,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9359,LST30 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,6,36.6,268.4,144,5.1,3,16.7,2.4,14,3.7,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9360,LST31 ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,8,40.2,274.2,208,3.9,2,23.8,1.2,5,5.1,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9361,SI1,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,9,48.1,280.4,282,3,3,29.1,8.4,29,5.8,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9362,SI2,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,6,45.8,272.4,153,5,3,20.5,5.5,27,4.2,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9363,SI3,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,6,43.5,279.9,281,4,3,27.4,7.6,28,5.7,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9364,SI4,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,8,48.1,275.5,1025,2.3,2,27.2,4.5,17,5.4,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9365,SI5,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,6,44.7,276.6,109,6.4,5,20.9,5.5,26,4.3,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9366,SI7,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,7,40.3,269.8,738,2.5,2,33.1,4.2,13,7.1,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9367,SI8,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,4,43.1,285.3,221,6.2,2,32.8,9.5,29,6.8,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
9368,SI10  ,47.5,88,1087,2,U-Pb  ,N ,Canada,North America,T+,10,42.4,274.2,225,3.9,3,22.2,4.1,19,4.7,Volcanic  ,Basalt/andesite ,Lava flow ,&nbsp;,&nbsp;,"Lake Shore Traps, Keweenaw Peninsula, Michigan, USA ",687
561,Copper Harbor NCG,47.4,-88,1087.2,1.6,U-Pb  ,N ,U.S.A.,North America,T+,7,37.9,299,239.2,3.9,6,49,17,35,10.72,Volcanic  ,Mixed ,Baked contact,PSD,"VDMc, directional data taken from Halls and Palmer 1981 Remagnetization in Keweenawan rocks. Part 11: lava flows within the Copper Harbor (Lauri got the samples from Henry)",,
824,95,57,-115,1095,60,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,17.5,&nbsp;,&nbsp;,4.1,Igneous,Gabbro,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
562,Fluor Island NOS,48.7,-88,1098.6,3.7,U-Pb  ,N ,U.S.A.,North America,T+,5,39.5,296.5,82.3,8,2,77,23,30,16.6,Volcanic  ,&nbsp;,Lava Flow ,PSD,"VDMc, directional data taken from Halls 1974 A Paleomagnetic Reversal in the Osler Volcanic Group, Northern Lake Superior (Lauri got the samples from Henry)",&nbsp;,54
558,Baraga county R18,46.5,-88.5,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,5,-73.9,104.8,122,7,1,75,&nbsp;,&nbsp;,10.8,Plutonic  ,&nbsp;,Dyke  ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
559,Baraga county R19,46.5,-88.5,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,5,-78.4,95.8,34,13.4,1,44,&nbsp;,&nbsp;,6,Plutonic  ,&nbsp;,Dyke  ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
560,Clark Island N67,48.2,-88.7,1100,100,Stratigraphy,N ,U.S.A.,North America,T+,5,46.2,280,65,9.5,1,25,&nbsp;,&nbsp;,5,Plutonic  ,&nbsp;,Dyke  ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
564,Loon Lake R43,48.6,-88.7,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,3,-58.3,130.5,74,14.4,1,32,&nbsp;,&nbsp;,5.6,&nbsp;,&nbsp;,Baked contact,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
565,Marquette county R02,46.5,-87.8,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,6,-68.4,114.7,210,4.6,1,55,&nbsp;,&nbsp;,8.4,Plutonic  ,&nbsp;,Dyke  ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
566,Red Rock R46,48.9,-88.3,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,6,-64.6,131.8,30,12.4,4,45,3,7,7.2,&nbsp;,&nbsp;,Baked contact,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
567,Rossport N68,48.8,-87.6,1100,100,Stratigraphy,N ,U.S.A.,North America,T+,5,39.6,288.9,27,14.9,1,58,&nbsp;,&nbsp;,12.5,&nbsp;,&nbsp;,Baked contact,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
568,Rossport R40,48.8,-87.6,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,5,-77.3,122,179,5.7,6,64,4,6,8.9,Plutonic  ,&nbsp;,Mixed ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
569,Shangoina Island N66,48.1,-89.1,1100,100,Stratigraphy,N ,U.S.A.,North America,T+,3,52.3,302.4,78,14,1,26,&nbsp;,&nbsp;,4.9,Plutonic  ,&nbsp;,Dyke  ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
570,Stewart Lake R44,48.8,-88.6,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,7,-67.1,123.8,48,8.7,5,70,25,36,10.9,&nbsp;,&nbsp;,Baked contact,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
571,Sibley peninsula N56,48.2,-88.8,1100,100,Stratigraphy,N ,U.S.A.,North America,T+,4,27.2,291.2,324,5.1,2,44,&nbsp;,&nbsp;,10.4,Plutonic  ,&nbsp;,Dyke  ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
572,Sibley peninsula N58,48.2,-88.8,1100,100,Stratigraphy,N ,U.S.A.,North America,T+,6,17,296.5,74,7.8,1,37,&nbsp;,&nbsp;,9.3,Plutonic  ,&nbsp;,Dyke  ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
573,Sibley peninsula N59,48.2,-88.8,1100,100,Stratigraphy,N ,U.S.A.,North America,T+,3,21.3,300.8,49,17.7,4,50,5,10,12.3,Plutonic  ,&nbsp;,Mixed ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
